Electron, Jun2011, 40, 630126, 57.7174, 4.70606, 372.646, 2.59484, 30.6999, 3.52141
Electron_Corrected, Jun2011, 40, 630126, 31.7794, 2.61517, 597.587, 5.43142, 56.1767, 7.30381
Electron, Jun2011, 40, 630129, 59.7763, 4.63194, 381.318, 2.51262, 31.133, 3.29328
Electron_Corrected, Jun2011, 40, 630129, 31.7811, 2.73862, 622.109, 5.96246, 61.2083, 9.89329
Electron, Jun2011, 40, 630130, 18.4907, 2.60201, 382.65, 3.98464, 30.9507, 5.07594
Electron, Jun2011, 40, 630131, 18.7533, 2.53071, 381.861, 9.17345, 36.9082, 10.9846
Electron, Jun2011, 40, 630133, 47.0546, 3.91602, 378.952, 2.53189, 31.2478, 2.92681
Electron_Corrected, Jun2011, 40, 630133, 23.3361, 2.2633, 617.982, 11.1249, 71.2139, 19.4612
Electron, Jun2011, 40, 630134, 23.1109, 3.03386, 365.703, 3.30138, 27.0898, 4.07622
Electron, Jun2011, 50, 630137, 15.5038, 1.4465, 452.963, 18.0962, 136.898, 35.2595
Electron, Jun2011, 50, 630138, 12.1719, 1.37961, 468.823, 24.0419, 120.505, 40.6827
Electron, Jun2011, 50, 630141, 10.6617, 1.15113, 419.881, 34.8976, 201.636, 94.182
Electron, Jun2011, 32, 630172, 65.3486, 4.33431, 349.255, 2.1554, 32.4776, 2.62123
Electron_Corrected, Jun2011, 32, 630172, 37.2832, 2.58354, 559.532, 3.87029, 54.4159, 5.06252
Electron, Jun2011, 32, 630173, 89.0716, 4.97531, 350.711, 1.75213, 33.9578, 2.15318
Electron_Corrected, Jun2011, 32, 630173, 45.6994, 2.93486, 561.462, 7.19779, 77.9151, 14.8435
Electron, Jun2011, 32, 630175, 133.207, 6.54848, 361.35, 1.40982, 31.3404, 1.84478
Electron_Corrected, Jun2011, 32, 630175, 77.6296, 3.85751, 581.551, 2.69096, 53.0727, 3.57085
Electron, Jun2011, 32, 630176, 34.6281, 3.35242, 361.907, 2.91198, 30.1416, 3.80347
Electron_Corrected, Jun2011, 32, 630176, 17.7235, 1.73145, 597.319, 19.5338, 70.0512, 23.5216
Electron, Jun2011, 32, 630177, 94.2913, 4.74351, 312.843, 2.03565, 40.8996, 2.62918
Electron_Corrected, Jun2011, 32, 630177, 47.8882, 2.67588, 490.696, 4.88839, 81.3698, 8.23965
Electron, Jun2011, 16, 630183, 51.4367, 2.8696, 195.996, 2.11586, 37.078, 3.03738
Electron_Corrected, Jun2011, 16, 630183, 30.8847, 2.10292, 305.735, 3.39116, 42.9026, 4.7764
Electron, Jun2011, 16, 630184, 898.669, 13.5877, 194.535, 0.359015, 24.8947, 0.440885
Electron_Corrected, Jun2011, 16, 630184, 496.427, 7.83677, 291.015, 0.630015, 42.2361, 0.797624
Electron, Jun2011, 16, 630185, 1762.26, 20.655, 188.003, 0.241903, 21.4894, 0.304593
Electron_Corrected, Jun2011, 16, 630185, 1004.09, 11.882, 276.245, 0.422514, 36.8617, 0.527407
Electron, Jun2011, 16, 630186, 622.053, 12.2783, 189.857, 0.411047, 21.4223, 0.511159
Electron_Corrected, Jun2011, 16, 630186, 371.675, 7.57216, 279.895, 0.64062, 33.8292, 0.80011
